CUSTOMER_ID,LAST_PURCHASE_DATE,RECENCY_DAYS
13507,13:00.0,3
14547,06:00.0,3
14503,30:00.0,3
16313,02:00.0,3
15318,30:00.0,3
16076,59:00.0,3
13104,10:00.0,3
12766,46:00.0,3
16016,35:00.0,3
12989,28:00.0,3
17914,58:00.0,3
14071,27:00.0,3
17728,52:00.0,3
16569,32:00.0,3
14673,31:00.0,3
15194,10:00.0,3
12723,19:00.0,3
13199,30:00.0,3
14871,42:00.0,3
12362,40:00.0,3
17883,49:00.0,3
13709,28:00.0,3
16949,07:00.0,3
17705,45:00.0,3
17861,21:00.0,3
14110,26:00.0,3
16711,32:00.0,3
16790,53:00.0,3
15992,00:00.0,3
17481,28:00.0,3
16133,24:00.0,3
15907,21:00.0,3
14282,04:00.0,3
17346,18:00.0,3
16979,21:00.0,3
17250,15:00.0,3
14868,49:00.0,3
12584,35:00.0,3
12650,34:00.0,3
17119,40:00.0,3
15023,23:00.0,3
16620,19:00.0,3
17857,13:00.0,4
14931,19:00.0,4
12841,13:00.0,4
15053,08:00.0,4
14759,03:00.0,4
16360,16:00.0,4
17383,36:00.0,4
17254,46:00.0,4
15640,35:00.0,4
13083,01:00.0,4
17090,44:00.0,4
17218,52:00.0,4
16684,06:00.0,4
12367,48:00.0,4
15572,09:00.0,4
15690,59:00.0,4
17526,05:00.0,4
14060,29:00.0,4
16597,44:00.0,4
16592,49:00.0,4
15274,57:00.0,4
16513,18:00.0,4
14083,14:00.0,4
15290,39:00.0,4
15621,01:00.0,4
13230,03:00.0,4
18030,37:00.0,4
12782,16:00.0,4
15033,40:00.0,4
17402,15:00.0,4
14219,23:00.0,4
15392,01:00.0,4
14696,43:00.0,4
13417,49:00.0,4
18180,39:00.0,4
14608,52:00.0,4
13021,37:00.0,4
15628,24:00.0,4
16904,10:00.0,4
15854,39:00.0,4
14401,30:00.0,4
17404,26:00.0,4
12683,31:00.0,4
15031,19:00.0,4
18044,26:00.0,4
17579,28:00.0,4
13311,55:00.0,4
16746,33:00.0,4
15932,13:00.0,4
16811,39:00.0,4
14096,17:00.0,4
15097,03:00.0,4
17006,09:00.0,4
12628,15:00.0,4
16600,00:00.0,4
16200,40:00.0,4
14075,38:00.0,4
16642,31:00.0,4
12913,11:00.0,4
12994,43:00.0,4
13985,06:00.0,4
15550,38:00.0,4
12925,11:00.0,4
13305,15:00.0,4
15145,21:00.0,4
13790,48:00.0,4
17811,46:00.0,4
17676,16:00.0,4
13173,51:00.0,4
13001,51:00.0,4
18223,11:00.0,4
17706,34:00.0,4
16968,02:00.0,4
17920,29:00.0,4
16851,32:00.0,4
16910,51:00.0,4
18198,49:00.0,4
12646,14:00.0,4
15856,09:00.0,4
16682,13:00.0,4
16500,04:00.0,4
12381,44:00.0,4
16379,38:00.0,4
17817,39:00.0,4
15358,04:00.0,4
14739,54:00.0,4
14629,55:00.0,4
13079,53:00.0,4
14194,38:00.0,4
16149,29:00.0,4
18015,49:00.0,4
16873,05:00.0,4
14649,30:00.0,4
13126,00:00.0,4
14720,02:00.0,5
12560,54:00.0,5
17858,56:00.0,5
14546,00:00.0,5
12827,17:00.0,5
16326,11:00.0,5
17173,40:00.0,5
13435,45:00.0,5
12490,07:00.0,5
13630,16:00.0,5
13956,20:00.0,5
16033,44:00.0,5
17629,56:00.0,5
14583,32:00.0,5
12724,02:00.0,5
18065,30:00.0,5
12952,35:00.0,5
13704,13:00.0,5
16561,50:00.0,5
13808,18:00.0,5
17618,50:00.0,5
17954,15:00.0,5
13736,19:00.0,5
16905,01:00.0,5
16931,15:00.0,5
13822,13:00.0,5
12673,55:00.0,5
13558,24:00.0,5
16535,18:00.0,5
17827,00:00.0,5
12719,45:00.0,5
16438,51:00.0,5
14658,35:00.0,5
17936,32:00.0,5
17131,52:00.0,5
13153,14:00.0,5
14102,38:00.0,5
17750,09:00.0,5
15867,32:00.0,5
13838,00:00.0,5
14354,32:00.0,5
14456,59:00.0,5
13596,01:00.0,5
15773,48:00.0,5
16988,02:00.0,5
13319,34:00.0,5
16283,08:00.0,5
17114,17:00.0,5
13183,30:00.0,7
13560,11:00.0,7
15547,52:00.0,7
13969,11:00.0,7
14688,26:00.0,7
18282,43:00.0,7
14895,23:00.0,7
15769,52:00.0,7
16440,02:00.0,7
13458,29:00.0,7
17686,39:00.0,7
16359,04:00.0,7
15539,36:00.0,7
12762,23:00.0,7
15271,11:00.0,7
17495,08:00.0,7
14865,25:00.0,7
14428,17:00.0,7
18097,16:00.0,7
16899,03:00.0,7
17584,12:00.0,7
15570,47:00.0,7
14493,14:00.0,7
14250,30:00.0,7
17183,07:00.0,7
17611,29:00.0,7
13297,32:00.0,7
14292,50:00.0,7
17386,28:00.0,7
12684,53:00.0,7
13868,32:00.0,7
12558,41:00.0,7
14788,06:00.0,7
18055,25:00.0,7
17942,45:00.0,7
13705,32:00.0,7
13884,30:00.0,7
13017,53:00.0,7
15078,41:00.0,7
13780,49:00.0,7
16989,39:00.0,7
14023,58:00.0,7
14897,32:00.0,7
13495,21:00.0,7
14126,45:00.0,7
12700,47:00.0,7
13309,34:00.0,7
16474,02:00.0,7
12704,15:00.0,7
16103,16:00.0,7
17567,48:00.0,7
16333,19:00.0,7
14560,22:00.0,7
17157,10:00.0,7
12962,55:00.0,7
18144,46:00.0,7
17221,35:00.0,7
14031,13:00.0,7
16759,42:00.0,7
12364,22:00.0,7
18245,48:00.0,7
13953,04:00.0,7
16038,40:00.0,7
14092,13:00.0,7
18174,56:00.0,7
17086,54:00.0,7
12695,22:00.0,7
14594,28:00.0,7
12587,47:00.0,7
15123,12:00.0,7
12856,52:00.0,7
12970,30:00.0,7
15602,14:00.0,8
16496,31:00.0,8
16145,33:00.0,8
14298,12:00.0,8
13040,38:00.0,8
15951,34:00.0,8
14869,36:00.0,8
14289,44:00.0,8
12901,07:00.0,8
12963,55:00.0,8
16156,42:00.0,8
16813,03:00.0,8
18077,32:00.0,8
16938,20:00.0,8
14299,05:00.0,8
17937,45:00.0,8
15500,47:00.0,8
15373,05:00.0,8
14047,43:00.0,8
12572,20:00.0,8
14766,05:00.0,8
17293,37:00.0,8
16700,00:00.0,8
14178,01:00.0,8
15948,32:00.0,8
15028,06:00.0,8
15531,43:00.0,8
15060,47:00.0,8
12553,38:00.0,8
14804,20:00.0,8
16376,38:00.0,8
16119,11:00.0,8
15993,45:00.0,8
16169,28:00.0,8
14440,42:00.0,8
14262,17:00.0,8
15862,28:00.0,8
15904,50:00.0,8
14960,54:00.0,8
16701,10:00.0,8
12919,47:00.0,8
14659,17:00.0,8
16966,40:00.0,8
13159,20:00.0,8
17768,22:00.0,8
14287,25:00.0,8
14243,12:00.0,8
13090,39:00.0,8
15687,33:00.0,8
17014,09:00.0,8
12562,20:00.0,8
15101,18:00.0,8
15021,53:00.0,8
13854,06:00.0,8
12664,07:00.0,8
16011,31:00.0,8
16839,03:00.0,8
17115,30:00.0,8
14655,28:00.0,8
14309,33:00.0,8
17576,56:00.0,8
17566,54:00.0,8
14367,19:00.0,8
12951,14:00.0,8
15380,13:00.0,8
17426,07:00.0,8
17321,41:00.0,8
16242,12:00.0,8
14146,18:00.0,8
17381,59:00.0,8
17350,47:00.0,8
13509,10:00.0,8
15144,12:00.0,8
14732,34:00.0,8
18122,08:00.0,8
16789,12:00.0,8
15172,51:00.0,8
15434,33:00.0,8
17450,29:00.0,8
17911,52:00.0,9
12429,22:00.0,9
15039,31:00.0,9
18179,23:00.0,9
17737,16:00.0,9
12488,50:00.0,9
18230,22:00.0,9
14432,04:00.0,9
12784,38:00.0,9
14893,31:00.0,9
12953,24:00.0,9
15712,09:00.0,9
15654,08:00.0,9
17502,13:00.0,9
15414,50:00.0,9
16265,41:00.0,9
13658,13:00.0,9
14258,27:00.0,9
12966,38:00.0,9
13784,33:00.0,9
14755,24:00.0,9
14005,41:00.0,9
13203,45:00.0,9
16241,08:00.0,9
16115,32:00.0,9
12921,22:00.0,9
14963,16:00.0,9
13255,14:00.0,9
13362,41:00.0,9
12528,40:00.0,9
13647,00:00.0,9
15680,46:00.0,9
16657,48:00.0,9
15152,32:00.0,9
16712,48:00.0,9
14062,04:00.0,9
15611,36:00.0,9
15903,08:00.0,9
16361,32:00.0,9
13012,05:00.0,9
12630,48:00.0,9
12524,31:00.0,9
14156,54:00.0,9
15394,49:00.0,9
18241,10:00.0,9
17736,36:00.0,9
15046,50:00.0,9
16295,17:00.0,9
16062,15:00.0,9
18058,38:00.0,9
12714,43:00.0,9
15544,43:00.0,9
15024,06:00.0,9
12598,18:00.0,9
17288,09:00.0,9
18158,19:00.0,9
12787,44:00.0,9
12882,18:00.0,9
15073,44:00.0,9
15113,23:00.0,9
15467,17:00.0,9
14385,36:00.0,9
12957,53:00.0,9
14540,15:00.0,9
14618,45:00.0,9
15444,37:00.0,9
16915,39:00.0,9
15782,49:00.0,9
14448,50:00.0,9
14713,26:00.0,9
15251,02:00.0,9
13576,34:00.0,10
14125,47:00.0,10
16782,20:00.0,10
14785,21:00.0,10
17682,59:00.0,10
13147,59:00.0,10
17101,57:00.0,10
17466,15:00.0,10
13198,17:00.0,10
16168,45:00.0,10
13014,27:00.0,10
12627,07:00.0,10
17306,14:00.0,10
14866,45:00.0,10
12451,40:00.0,10
15615,42:00.0,10
14452,06:00.0,10
16549,06:00.0,10
14554,44:00.0,10
13211,43:00.0,10
12375,36:00.0,10
12464,33:00.0,10
14836,45:00.0,10
14550,12:00.0,10
14088,16:00.0,10
17711,40:00.0,10
14180,56:00.0,10
15148,21:00.0,10
14349,39:00.0,10
14711,58:00.0,10
15755,57:00.0,10
12727,46:00.0,10
14321,47:00.0,10
13428,20:00.0,10
14173,54:00.0,10
13999,40:00.0,10
16775,22:00.0,10
15783,50:00.0,10
13657,32:00.0,10
15790,53:00.0,10
13349,07:00.0,10
17772,05:00.0,10
15206,41:00.0,10
14961,42:00.0,10
13068,00:00.0,10
14723,23:00.0,10
13429,10:00.0,10
16479,40:00.0,10
14209,18:00.0,10
14824,20:00.0,10
14390,49:00.0,10
16852,22:00.0,10
18118,32:00.0,10
14408,41:00.0,10
12654,10:00.0,10
15197,00:00.0,10
13496,58:00.0,10
17468,33:00.0,10
15089,31:00.0,10
14388,32:00.0,10
15239,14:00.0,10
14667,30:00.0,10
15218,48:00.0,10
14601,48:00.0,10
15619,14:00.0,10
13883,45:00.0,10
13928,33:00.0,10
14701,38:00.0,10
14419,22:00.0,10
17655,34:00.0,10
12798,52:00.0,10
12670,23:00.0,10
13467,01:00.0,10
15297,32:00.0,10
16818,41:00.0,10
16992,50:00.0,10
13137,09:00.0,10
15721,14:00.0,11
18096,44:00.0,11
12479,26:00.0,11
12657,47:00.0,11
16364,27:00.0,11
13418,23:00.0,11
14741,48:00.0,11
15714,26:00.0,11
17379,56:00.0,11
17924,11:00.0,11
13188,28:00.0,11
16800,06:00.0,11
17299,01:00.0,11
17188,53:00.0,11
13030,30:00.0,11
13196,54:00.0,11
15540,51:00.0,11
12906,55:00.0,11
15838,00:00.0,11
15561,07:00.0,11
12668,56:00.0,11
18101,37:00.0,11
15511,43:00.0,11
14470,31:00.0,11
17739,12:00.0,11
13950,44:00.0,11
17031,23:00.0,11
14704,51:00.0,11
14901,09:00.0,11
17523,20:00.0,11
13914,35:00.0,11
14480,35:00.0,11
15571,02:00.0,11
13758,11:00.0,11
13258,31:00.0,11
17359,37:00.0,11
17019,06:00.0,11
17237,02:00.0,11
13590,54:00.0,11
14215,19:00.0,11
14290,02:00.0,11
18229,48:00.0,11
14597,13:00.0,11
17806,12:00.0,11
18041,39:00.0,11
17419,47:00.0,11
15601,15:00.0,11
14511,05:00.0,11
16347,14:00.0,11
13115,38:00.0,11
13081,54:00.0,11
13389,01:00.0,11
12660,26:00.0,11
17852,36:00.0,11
17651,29:00.0,11
16744,06:00.0,11
17929,01:00.0,11
17988,00:00.0,11
16094,45:00.0,11
15022,35:00.0,11
13844,21:00.0,11
13004,27:00.0,11
13266,39:00.0,11
17411,25:00.0,12
17231,18:00.0,12
18112,43:00.0,12
15054,02:00.0,12
16942,40:00.0,12
13571,47:00.0,12
16923,00:00.0,12
14577,47:00.0,12
18156,24:00.0,12
13782,54:00.0,12
17365,13:00.0,12
16024,26:00.0,12
16005,47:00.0,12
13610,38:00.0,12
17812,47:00.0,12
15987,38:00.0,12
15436,05:00.0,12
16983,10:00.0,12
13546,50:00.0,12
17769,18:00.0,12
17236,00:00.0,12
17864,15:00.0,12
13991,18:00.0,12
17595,08:00.0,12
13064,31:00.0,12
14859,18:00.0,12
15555,19:00.0,12
18001,02:00.0,12
15861,59:00.0,12
16877,47:00.0,12
13232,39:00.0,12
18145,22:00.0,12
15514,40:00.0,12
15747,26:00.0,12
16407,05:00.0,12
14878,15:00.0,12
17068,14:00.0,12
15009,35:00.0,12
14954,30:00.0,12
15351,52:00.0,12
14093,27:00.0,12
17885,40:00.0,12
15186,58:00.0,14
12438,28:00.0,14
18172,12:00.0,14
13184,02:00.0,14
17302,36:00.0,14
15793,31:00.0,14
15737,21:00.0,14
14703,23:00.0,14
15382,58:00.0,14
14966,20:00.0,14
15117,12:00.0,14
13149,09:00.0,14
12531,12:00.0,14
13978,36:00.0,14
17385,02:00.0,14
16719,27:00.0,14
16856,59:00.0,14
17624,52:00.0,14
15134,55:00.0,14
13579,41:00.0,14
15872,55:00.0,14
13589,10:00.0,14
14710,53:00.0,14
13332,30:00.0,14
14111,44:00.0,14
13437,00:00.0,14
17813,13:00.0,14
13050,18:00.0,14
17557,57:00.0,14
16814,27:00.0,14
12681,33:00.0,14
13525,01:00.0,14
16327,23:00.0,14
14946,33:00.0,14
17329,24:00.0,14
15473,15:00.0,14
12620,20:00.0,14
17562,21:00.0,14
13048,23:00.0,14
17348,25:00.0,14
16157,41:00.0,15
15428,54:00.0,15
15953,32:00.0,15
17516,51:00.0,15
14987,59:00.0,15
13638,38:00.0,15
15502,48:00.0,15
17133,27:00.0,15
15632,51:00.0,15
16482,33:00.0,15
12476,40:00.0,15
18184,28:00.0,15
15005,25:00.0,15
14709,41:00.0,15
16570,02:00.0,15
15270,24:00.0,15
18161,40:00.0,15
16173,53:00.0,15
12388,30:00.0,15
12757,30:00.0,15
17139,12:00.0,15
15594,53:00.0,15
17458,01:00.0,15
16566,34:00.0,15
18188,46:00.0,15
16616,31:00.0,15
14277,01:00.0,15
14591,57:00.0,15
14607,35:00.0,15
16668,43:00.0,15
16824,38:00.0,15
13995,22:00.0,15
17671,21:00.0,15
14805,20:00.0,15
13719,26:00.0,15
16596,02:00.0,15
16189,47:00.0,15
12421,07:00.0,15
17247,21:00.0,15
17228,24:00.0,15
13277,21:00.0,15
14756,13:00.0,15
18130,40:00.0,15
14539,50:00.0,15
16609,32:00.0,15
17767,42:00.0,15
17323,29:00.0,15
15725,51:00.0,15
12705,17:00.0,15
12494,34:00.0,15
15482,46:00.0,15
13588,42:00.0,15
17096,01:00.0,15
12937,05:00.0,15
15858,48:00.0,15
12709,38:00.0,15
17975,27:00.0,15
15034,11:00.0,15
17345,03:00.0,15
16885,40:00.0,15
17727,06:00.0,15
13207,52:00.0,15
12948,10:00.0,16
13174,35:00.0,16
17809,59:00.0,16
16670,34:00.0,16
13742,07:00.0,16
17410,46:00.0,16
12619,52:00.0,16
15916,46:00.0,16
14049,20:00.0,16
17135,48:00.0,16
18084,57:00.0,16
14790,28:00.0,16
13831,41:00.0,16
13350,33:00.0,16
14334,01:00.0,16
16020,18:00.0,16
13139,54:00.0,16
16185,41:00.0,16
13644,07:00.0,16
17685,36:00.0,16
14675,58:00.0,16
15727,36:00.0,16
16900,32:00.0,16
14744,51:00.0,16
17463,40:00.0,16
16057,23:00.0,16
14335,41:00.0,16
12452,28:00.0,16
14205,55:00.0,16
16255,40:00.0,16
16066,54:00.0,16
15398,47:00.0,16
16653,51:00.0,16
12557,59:00.0,16
16079,48:00.0,16
15949,09:00.0,16
17422,27:00.0,16
13018,28:00.0,16
14020,22:00.0,16
17034,14:00.0,16
15901,43:00.0,16
17469,15:00.0,16
14099,53:00.0,16
15743,19:00.0,16
17700,51:00.0,16
15253,22:00.0,16
13448,33:00.0,16
15814,17:00.0,16
14733,39:00.0,16
13899,40:00.0,16
14336,40:00.0,16
15393,48:00.0,16
14912,20:00.0,16
16660,53:00.0,16
13650,22:00.0,16
16343,45:00.0,16
17725,34:00.0,16
13502,39:00.0,16
14581,39:00.0,16
15116,25:00.0,17
16722,28:00.0,17
12465,34:00.0,17
17659,29:00.0,17
17371,30:00.0,17
13363,40:00.0,17
16655,25:00.0,17
17759,02:00.0,17
12483,02:00.0,17
13499,21:00.0,17
15497,51:00.0,17
15971,50:00.0,17
13268,51:00.0,17
15845,42:00.0,17
13456,18:00.0,17
12586,24:00.0,17
15106,16:00.0,17
14505,45:00.0,17
14834,30:00.0,17
16985,33:00.0,17
13322,21:00.0,17
14467,48:00.0,17
12474,39:00.0,17
16422,00:00.0,17
17155,38:00.0,17
17500,25:00.0,17
12656,42:00.0,17
14297,06:00.0,17
16607,24:00.0,17
17360,11:00.0,17
17519,43:00.0,17
16311,54:00.0,17
13488,41:00.0,17
15699,26:00.0,17
13986,00:00.0,17
14768,54:00.0,17
12936,32:00.0,17
13247,59:00.0,17
15977,29:00.0,17
13681,13:00.0,17
16532,08:00.0,17
16107,40:00.0,17
15150,52:00.0,17
17075,58:00.0,17
16261,23:00.0,17
14657,47:00.0,17
14506,02:00.0,17
17073,47:00.0,17
14424,48:00.0,17
16128,14:00.0,17
17453,42:00.0,17
16164,04:00.0,17
16352,32:00.0,17
14515,37:00.0,17
16330,24:00.0,17
12775,33:00.0,17
13403,28:00.0,17
18139,44:00.0,17
17297,43:00.0,17
18249,07:00.0,17
16365,24:00.0,17
13569,07:00.0,17
17338,23:00.0,17
14329,50:00.0,17
12920,05:00.0,17
13238,37:00.0,17
17600,43:00.0,17
16748,17:00.0,17
15965,44:00.0,17
13940,15:00.0,17
15634,28:00.0,17
17324,34:00.0,17
16633,41:00.0,17
16956,56:00.0,17
14449,06:00.0,18
13971,06:00.0,18
15132,10:00.0,18
13246,50:00.0,18
16369,25:00.0,18
17010,49:00.0,18
17664,29:00.0,18
15105,54:00.0,18
12504,02:00.0,18
17227,51:00.0,18
13189,39:00.0,18
15738,26:00.0,18
15676,40:00.0,18
15567,48:00.0,18
15093,09:00.0,18
16713,36:00.0,18
13282,33:00.0,18
13862,24:00.0,18
15527,17:00.0,18
15671,43:00.0,18
15179,53:00.0,18
17253,59:00.0,18
14482,14:00.0,18
14587,34:00.0,18
13430,19:00.0,18
14551,36:00.0,18
18080,02:00.0,18
14447,28:00.0,18
12462,11:00.0,18
12349,51:00.0,18
17100,36:00.0,18
13673,11:00.0,18
13167,24:00.0,18
16139,37:00.0,18
15115,59:00.0,18
15163,10:00.0,18
17432,33:00.0,18
12904,34:00.0,18
15857,18:00.0,18
14300,57:00.0,18
14030,48:00.0,18
12984,37:00.0,18
16366,19:00.0,18
15645,55:00.0,18
13739,35:00.0,18
14883,23:00.0,18
12658,22:00.0,18
14198,35:00.0,18
12795,27:00.0,18
17625,36:00.0,18
16406,57:00.0,18
13823,22:00.0,18
14052,30:00.0,19
15850,14:00.0,19
13988,15:00.0,19
16212,00:00.0,19
17758,45:00.0,19
14595,12:00.0,19
15465,11:00.0,19
16710,50:00.0,19
12597,33:00.0,19
14525,37:00.0,19
12395,21:00.0,19
16533,08:00.0,19
16464,11:00.0,19
18040,20:00.0,19
16762,43:00.0,19
13142,07:00.0,19
15426,36:00.0,19
13118,46:00.0,19
15745,45:00.0,19
17636,40:00.0,19
14860,17:00.0,19
14159,36:00.0,19
16399,12:00.0,19
16411,23:00.0,19
17555,22:00.0,19
14157,32:00.0,19
12702,36:00.0,19
15988,23:00.0,19
14664,59:00.0,19
14477,11:00.0,19
14881,06:00.0,19
17425,30:00.0,19
17561,53:00.0,19
14359,17:00.0,19
17387,00:00.0,19
18110,34:00.0,19
13832,36:00.0,19
17738,05:00.0,19
14984,28:00.0,19
16784,20:00.0,19
12778,30:00.0,19
16666,01:00.0,19
15919,28:00.0,19
15906,24:00.0,19
13200,35:00.0,19
15044,20:00.0,19
12523,55:00.0,19
13427,02:00.0,19
15963,33:00.0,19
14950,48:00.0,19
14502,50:00.0,19
14116,29:00.0,19
13212,40:00.0,19
12540,31:00.0,19
14553,20:00.0,19
16506,17:00.0,19
15533,35:00.0,19
17384,48:00.0,19
13565,33:00.0,19
18127,05:00.0,19
16511,41:00.0,21
16924,53:00.0,21
12498,53:00.0,21
14342,21:00.0,21
16414,42:00.0,21
15368,42:00.0,21
17779,15:00.0,21
17621,11:00.0,21
12578,30:00.0,21
14793,50:00.0,21
14903,07:00.0,21
17961,55:00.0,21
14434,56:00.0,21
18061,20:00.0,21
17650,52:00.0,21
17904,57:00.0,21
17063,19:00.0,21
12380,27:00.0,21
13941,43:00.0,21
12603,42:00.0,21
17163,57:00.0,21
12618,10:00.0,21
14593,48:00.0,21
13117,02:00.0,21
13960,27:00.0,21
14285,50:00.0,21
16350,53:00.0,21
12427,56:00.0,21
15933,14:00.0,21
16463,01:00.0,21
17760,56:00.0,21
17286,47:00.0,21
12931,39:00.0,21
13171,27:00.0,21
18034,22:00.0,21
13516,15:00.0,21
13094,07:00.0,21
15530,25:00.0,21
14820,41:00.0,21
16945,39:00.0,21
15088,14:00.0,21
16293,58:00.0,21
13880,44:00.0,21
16134,05:00.0,21
17888,45:00.0,21
15494,51:00.0,21
17159,52:00.0,21
12391,07:00.0,21
14641,42:00.0,21
12444,23:00.0,21
16279,00:00.0,21
